"","receta","ingredientes"
"4400",497,"violets"
"4401",497,"wild radish"
"4402",498,"butter"
"4403",498,"sugar"
"4404",498,"eggs"
"4405",498,"brandy"
"4406",498,"mace"
"4407",498,"flour"
"4408",498,"confectioners sugar"
"4409",498,"white"
"4410",498,"cream tartar"
"4411",499,"water"
"4412",499,"salt"
"4413",499,"eggs"
"4414",499,"water"
"4415",499,"flour"
"4416",499,"salt"
"4417",500,"butter"
"4418",500,"sugar"
"4419",500,"plain white flour"
"4420",500,"baking powder"
"4421",500,"bicarbonate soda"
"4422",500,"cocoa powder"
"4423",500,"evap"
"4424",500,"warm water"
"4425",500,"vanilla essence"
"4426",501,"yolks"
"4427",501,"sugar"
"4428",501,"unflav"
"4429",501,"dark"
"4430",501,"brandy"
"4431",501,"whipping cream"
"4432",501,"sugar"
"4433",501,"freshly nutmeg"
"4434",501,"vanilla"
"4435",501,"whites"
"4436",501,"peppermint candies"
"4437",502,"eggplant"
"4438",502,"sugar"
"4439",502,"water"
"4440",502,"nutmeg"
"4441",502,"cinnamon"
"4442",502,"juice large lemons"
"4443",502,"grated rind lemon"
"4444",503,"balsamic vinegar"
"4445",503,"olive plus"
"4446",503,"olive"
"4447",503,"salt"
"4448",503,"sugar divided"
"4449",503,"oregano"
"4450",503,"fresh pepper"
"4451",503,"eggplant slices"
"4452",503,"onion"
"4453",503,"garlic"
"4454",503,"white wine divided"
"4455",503,"stewed tomatoes"
"4456",503,"tomato seeded"
"4457",503,"fresh basil"
"4458",503,"mozzarella cheese"
"4459",503,"grated parmesan cheese"
"4460",503,"basil sprigs"
"4461",504,"eggplant"
"4462",504,"tomato paste"
"4463",504,"eggs"
"4464",504,"onion"
"4465",504,"mushrooms"
"4466",504,"ricotta cheese"
"4467",504,"celery italian bread"
"4468",504,"cloves garlic"
"4469",504,"crumbs"
"4470",504,"mozzarella"
"4471",504,"tomato sauce"
"4472",504,"grated parmesan cheese"
"4473",504,"firm tofu"
"4474",504,"oregano"
"4475",504,"leaves"
"4476",504,"basal"
"4477",504,"tomatos"
"4478",504,"olive"
"4479",505,"smoked"
"4480",505,"eggs"
"4481",505,"tomatoes"
"4482",505,"english muffins"
"4483",505,"hollandaise sauce"
"4484",505,"paprika"
"4485",505,"sauce marchand"
"4486",506,"lentils"
"4487",506,"fresh chili peppers"
"4488",506,"regular rice"
"4489",506,"tomato sauce"
"4490",506,"elbow macaroni"
"4491",506,"vinegar"
"4492",506,"onion"
"4493",507,"extra virgin olive"
"4494",507,"clove garlic"
"4495",507,"nonstick rice"
"4496",507,"white wine"
"4497",507,"peeled tomatoes"
"4498",507,"salt"
"4499",507,"butter"
"4500",507,"parmigiano reggiano"
"4501",507,"cream"
"4502",507,"basil leaves"
"4503",507,"sage leaves"
"4504",507,"tuft parsley"
"4505",507,"needles fresh rosemary"
"4506",507,"thyme"
"4507",507,"tuft chives"
"4508",507,"fresh dill sprigs"
"4509",508,"sugar"
"4510",508,"flour"
"4511",508,"baking powder"
"4512",508,"salt"
"4513",509,"cream cheese room temperature"
"4514",509,"sweet butter room temperature"
"4515",509,"creme menthe"
"4516",509,"shelled pistachios"
"4517",510,"bacon"
"4518",510,"leeks"
"4519",510,"yellow onions"
"4520",510,"celery"
"4521",510,"carrot"
"4522",510,"leaves"
"4523",510,"fresh thyme"
"4524",510,"flour"
"4525",510,"white potatoes"
"4526",510,"clam juice"
"4527",510,"heavy cream"
"4528",510,"little neck clams"
"4529",510,"parsley"
"4530",510,"salt pepper"
"4531",511,"butter"
"4532",511,"sugar"
"4533",511,"eggs"
"4534",511,"flour"
"4535",511,"bourbon"
"4536",511,"walnuts"
"4537",511,"bittersweet chocolate"
"4538",511,"unbaked crust"
"4539",511,"bourbon cream"
"4540",512,"cream cheese"
"4541",512,"margarine"
"4542",512,"flour sifted"
"4543",512,"sweet potatoes"
"4544",512,"pineapple drained"
"4545",512,"sugar"
"4546",512,"salt"
"4547",512,"coconut flakes"
"4548",513,"flour"
"4549",513,"chili powder"
"4550",513,"beef"
"4551",513,"onion"
"4552",513,"salt"
"4553",513,"pepper"
"4554",513,"garlic powder"
"4555",513,"cheddar cheese"
"4556",514,"beets"
"4557",514,"heads belgian endives"
"4558",514,"onion"
"4559",514,"dijon mustard"
"4560",514,"wine vinegar"
"4561",514,"vegetable"
"4562",514,"parsley"
"4563",515,"butter"
"4564",515,"mushrooms"
"4565",515,"onion"
"4566",515,"purpose flour"
"4567",515,"spoon lamb master"
"4568",515,"lamb stock master"
"4569",515,"peas"
"4570",515,"salt pepper"
"4571",515,"puff pastry shells"
"4572",516,"english muffins"
"4573",516,"tomato paste"
"4574",516,"oregano"
"4575",516,"garlic powder"
"4576",516,"basil"
"4577",516,"cheese substitute"
"4578",516,"mushrooms"
"4579",516,"onions"
"4580",516,"green peppers"
"4581",516,"olives"
"4582",517,"warm water"
"4583",517,"yeast"
"4584",517,"vegetable"
"4585",517,"salt"
"4586",517,"unbleached white flour"
"4587",517,"wheat flour"
"4588",518,"juice limes"
"4589",518,"chile powder"
"4590",518,"oranges"
"4591",518,"jicama"
"4592",518,"scallions"
"4593",518,"cilantro"
"4594",519,"head lettuce"
"4595",519,"oranges"
"4596",519,"cucumber"
"4597",519,"onion"
"4598",519,"poblano pepper"
"4599",519,"sesame"
"4600",519,"wine vinegar"
"4601",519,"salt"
"4602",519,"cilantro"
"4603",519,"freshly black pepper"
"4604",519,"cumin seed"
"4605",519,"parsley"
"4606",520,"eggs"
"4607",520,"bisquick baking"
"4608",520,"mustard"
"4609",520,"salt"
"4610",520,"pepper"
"4611",520,"milk"
"4612",520,"margarine"
"4613",520,"creamstyle"
"4614",520,"kernel"
"4615",520,"soda crackers"
"4616",521,"water"
"4617",521,"veal bones"
"4618",521,"bone"
"4619",521,"salt"
"4620",521,"generous pinch saffron threads"
"4621",521,"olive"
"4622",521,"salt"
"4623",521,"peeled"
"4624",521,"stewing chicken"
"4625",521,"veal"
"4626",521,"potatoes"
"4627",521,"leek"
"4628",521,"carrots"
"4629",521,"green cabbage"
"4630",521,"dried great"
"4631",521,"rice"
"4632",521,"pasta"
"4633",522,"eggs"
"4634",522,"sugar"
"4635",522,"salt"
"4636",522,"cream"
"4637",522,"espresso cooled"
"4638",522,"bittersweet chocolate"
"4639",522,"butter"
"4640",522,"cream"
"4641",522,"milk"
"4642",523,"shallots"
"4643",523,"capers"
"4644",523,"parsley"
"4645",523,"chervil"
"4646",523,"chives"
"4647",523,"olive"
"4648",523,"tarragon vinegar"
"4649",523,"salt"
"4650",523,"pepper"
"4651",524,"plain yogurt"
"4652",524,"shredded cucumber"
"4653",524,"dill weed"
"4654",524,"croissants"
"4655",524,"leaf lettuce"
"4656",524,"velveeta pasteurized process cheese spread"
"4657",524,"tomato slices"
"4658",524,"alfalfa sprouts"
"4659",525,"basmati rice"
"4660",525,"brown rice"
"4661",525,"white wine vinegar"
"4662",525,"extra virgin olive"
"4663",525,"granulated sugar"
"4664",525,"clove garlic"
"4665",525,"cilantro leaves"
"4666",525,"salt taste"
"4667",525,"white pepper taste"
"4668",525,"chicken shreddedchilled"
"4669",525,"green onions tops"
"4670",525,"tomatoes"
"4671",525,"escarole"
"4672",525,"asparagus"
"4673",525,"avocado"
"4674",526,""
"4675",526,"tomato juice"
"4676",526,"salt"
"4677",526,"tabasco"
"4678",527,"large russet potatoes"
"4679",527,"garlic clove"
"4680",527,"celery stalk"
"4681",527,"bunch parsley"
"4682",527,"pepperc"
"4683",527,"onion"
"4684",527,"leaf"
"4685",527,"miso"
"4686",527,"olive"
"4687",527,"paprika"
"4688",527,"olive"
"4689",527,"onion"
"4690",527,"garlic clove"
"4691",527,"mushrooms"
"4692",527,"firm tofu"
"4693",527,"hick"
"4694",527,"nutritional yeast"
"4695",527,"instant gravy"
"4696",527,"dried thyme"
"4697",527,"paprika"
"4698",527,"tamari"
"4699",527,"fresh"
"4700",527,"spinach"
"4701",527,"olive"
"4702",527,"wheat pastry flour"
"4703",527,"nutritional yeast"
"4704",527,"instant gravy"
"4705",527,"vegetable bouillon cube"
"4706",527,"reserved potato water"
"4707",528,"potatoes"
"4708",528,"milk"
"4709",528,"butter"
"4710",528,"sugar"
"4711",528,"salt"
"4712",528,"envelope yeast"
"4713",528,"purpose flour"
"4714",529,"unbleached white flour"
"4715",529,"sachet dried yeast"
"4716",529,"soft butter"
"4717",529,"salt"
"4718",529,"sugar"
"4719",529,"warm water"
"4720",529,"sunflower"
"4721",530,"flank steak"
"4722",530,"garlic clove"
"4723",530,"dried basil"
"4724",530,"balsamic"
"4725",530,"onions"
"4726",531,"milk"
"4727",531,"molasses"
"4728",531,"salt"
"4729",531,"soft butter"
"4730",531,"active yeast"
"4731",531,"warm water"
"4732",531,"beaten"
"4733",531,"sifted flour"
"4734",531,"vegetable"
"4735",531,"granulated sugar"
"4736",532,"active yeast"
"4737",532,"sugar"
"4738",532,"warm water"
"4739",532,"purpose flour"
"4740",532,"salt"
"4741",533,"soft"
"4742",533,"sugar"
"4743",533,"dark orleans molasses"
"4744",533,"boiling water"
"4745",533,"sifted gold medal flour"
"4746",533,"soda"
"4747",533,"salt"
"4748",533,"ginger"
"4749",533,"cinnamon"
"4750",534,"fennel bulb"
"4751",534,"balsamic vinegar"
"4752",534,"grainy mustard"
"4753",534,"freshly pepper"
"4754",534,"orange"
"4755",534,"fresh green beans"
"4756",535,"cream cheese"
"4757",535,"brown sugar"
"4758",535,"vanilla"
"4759",535,"salted peanuts"
"4760",536,"caramels"
"4761",536,"evap"
"4762",536,"flour"
"4763",536,"quickcooking oats"
"4764",536,"nuts"
"4765",536,"brown sugar"
"4766",536,"baking soda"
"4767",536,"salt"
"4768",536,"margarine"
"4769",536,"mmsâ® plain chocolate candy"
"4770",537,"maraschino cherries"
"4771",537,"sugar"
"4772",537,"eggs"
"4773",537,"flaked coconut"
"4774",537,"nuts"
"4775",537,"flour"
"4776",537,"baking powder"
"4777",537,"salt"
"4778",538,"nectarines"
"4779",538,"halved seedless grapes"
"4780",538,"blueberries"
"4781",538,"plain nonfat yogurt"
"4782",538,"equal"
"4783",538,"vanilla"
"4784",538,"shredded lemon peel"
"4785",539,"butter"
"4786",539,"feta cheese cubes"
"4787",539,"pepper"
"4788",539,"lemon"
"4789",539,"parsley"
"4790",539,"ricotta cheese"
"4791",540,"crumbled feta cheese"
"4792",540,"plum tomatoes"
"4793",540,"onion"
"4794",540,"freshly black pepper"
"4795",540,"dried"
"4796",540,"melba rounds"
"4797",541,"garlic cloves"
"4798",541,"broccoli"
"4799",541,"chicken stock"
"4800",541,"white wine"
"4801",541,"fresh basil"
"4802",541,"parmesan cheese"
"4803",541,"fettuccine"
"4804",541,"salt pepper"
"4805",542,"bottle"
"4806",542,"cups beer"
"4807",542,"beef loin strip steak"
"4808",542,"four cheese blend shredded cheese"
"4809",542,"mayonnaise"
"4810",542,"pimiento"
"4811",542,"green onions"
"4812",542,"pickled jalapeno pepper"
"4813",543,"green bananas"
"4814",543,"chicken stock"
"4815",543,"butter"
"4816",543,"small onion"
"4817",543,"cream"
"4818",543,"eggs"
"4819",543,"salt"
"4820",543,"nutmeg"
"4821",543,"cinnamon"
"4822",543,"grated cheddar cheese"
"4823",543,"fresh bread crumbs"
"4824",544,""
"4825",544,"sugar"
"4826",544,"milk"
"4827",544,"vanilla"
"4828",544,"flour"
"4829",545,"butter"
"4830",545,"splash white wine"
"4831",545,"trout filleted"
"4832",545,"fish stock"
"4833",545,"juice"
"4834",545,"salt fresh pepper"
"4835",545,"macadamia nuts"
"4836",545,"heavy cream"
"4837",545,"tomato sauce"
"4838",545,"capers"
"4839",546,"mandarines"
"4840",546,"fish fillets"
"4841",546,"mandarines"
"4842",546,"piece fresh ginger"
"4843",546,"fresh parsley"
"4844",546,"onions"
"4845",546,"cloves garlic"
"4846",546,"olive"
"4847",547,"condensed milkeagle"
"4848",547,"saltdash"
"4849",547,"nuts"
"4850",547,"vanilla"
"4851",547,"chocolate chips"
"4852",548,"flank steak"
"4853",548,"butter"
"4854",548,"slice scallions"
"4855",548,"garlic puree"
"4856",548,"salt pepper"
"4857",548,"butter"
"4858",548,"wine"
"4859",549,"instant coffee"
"4860",549,"sugar"
"4861",549,"powdered milk"
"4862",549,"cocoa"
"4863",549,"instant coffee"
"4864",549,"sugar"
"4865",549,"powdered milk"
"4866",549,"dried"
"4867",549,"instant coffee"
"4868",549,"sugar"
"4869",549,"powdered milk"
"4870",549,"cinnamon"
"4871",550,"regular longgrain rice"
"4872",550,"fresh mushrooms"
"4873",550,"water"
"4874",550,"lemon juice"
"4875",550,"margarine"
"4876",550,"boiling water"
"4877",550,"envelope onion soup"
"4878",551,"cottage cheese"
"4879",551,"unit vitamin"
"4880",551,"garlic powder"
"4881",551,"bacon grease"
"4882",552,"milk"
"4883",552,"vanilla"
"4884",552,"sugar"
"4885",552,"yolks"
"4886",552,"orange flav"
"4887",552,"milk"
"4888",552,"whites"
"4889",552,"cream tartar"
"4890",552,"sugar"
"4891",552,"lemon zest"
"4892",552,"fresh berries caramel sauce"
"4893",553,"butter"
"4894",553,"brown sugar"
"4895",553,"sifted flour"
"4896",553,"whipping cream"
"4897",553,"whipping cream"
"4898",553,"almonds"
"4899",553,"semisweet chocolate"
"4900",553,"butter"
"4901",554,"chicken"
"4902",554,"breast"
"4903",554,"vegetable"
"4904",554,"flour"
"4905",554,"unbleached"
"4906",554,"orange grated zest"
"4907",554,"orange juice"
"4908",554,"concentrate"
"4909",554,"water"
"4910",554,"mandarin"
"4911",554,"fresh parsley"
"4912",554,"apricots"
"4913",555,"onion"
"4914",555,"rosemary"
"4915",555,"butter"
"4916",555,"spinach"
"4917",555,"almonds"
"4918",555,"rice"
"4919",555,"lemon juice"
"4920",555,"flounder fillets"
"4921",555,"creammushroom soup"
"4922",555,"water"
"4923",555,"paprika"
"4924",556,"flour"
"4925",556,"baking powder"
"4926",556,"salt"
"4927",556,"warm water"
"4928",557,"cream celery soup"
"4929",557,"cream chicken soup"
"4930",557,"onion soup"
"4931",557,"soup white wine"
"4932",557,"wild rice"
"4933",557,"chicken breasts"
"4934",558,"flour"
"4935",558,"vegetable"
"4936",558,"sugar"
"4937",558,"salt"
"4938",558,"vinegar"
"4939",558,"water"
"4940",559,"whites"
"4941",559,"cream tartar"
"4942",559,"salt"
"4943",559,"sugar"
"4944",559,"vanilla"
"4945",559,"hersheys kisses"
"4946",560,"chuck roast"
"4947",560,"golden mushroom soup"
"4948",561,"brandy"
"4949",561,"amaretto"
"4950",561,"splash triple"
"4951",562,"milk room temp"
"4952",562,"bread flour"
"4953",562,"salt"
"4954",562,"brown sugar"
"4955",562,"instant cocoa"
"4956",562,"cinnamon"
"4957",562,"active yeast star"
"4958",563,"sugar"
"4959",563,"salt"
"4960",563,"milk"
"4961",563,"yolks"
"4962",563,"vanilla"
"4963",563,"whipping cream"
"4964",564,"head cauliflower"
"4965",564,"water"
"4966",564,"salt"
"4967",564,"flour"
"4968",564,"milk"
"4969",564,"butter"
"4970",564,"grated sharp cheddar cheese"
"4971",564,"paprika"
"4972",565,"flour"
"4973",565,"double acting baking powder"
"4974",565,"grated fresh parmesan"
"4975",565,"salt"
"4976",565,"freshly black pepper"
"4977",565,"buttermilk"
"4978",565,"olive"
"4979",565,"lemon juice"
"4980",565,"clove garlic"
"4981",565,"chives"
"4982",565,"fresh basil leaves"
"4983",566,"butter"
"4984",566,"peas"
"4985",566,"carrots"
"4986",566,"tiny white onions"
"4987",566,"lettuce"
"4988",566,"dried basil"
"4989",566,"dried rosemary"
"4990",566,"salt"
"4991",566,"pepper"
"4992",566,"water"
"4993",567,"fresh louisiana strawberries"
"4994",567,"honey"
"4995",567,"water"
"4996",568,"butter"
"4997",568,"garlic clove"
"4998",568,"carrot"
"4999",568,"onion"
"5000",568,"chicken stock"
"5001",568,"ripe tomatoes"
"5002",568,"fresh basil leaves"
"5003",568,"salt freshly pepper"
"5004",569,"vine ripened firm tomatoes"
"5005",569,"onions"
"5006",569,"fresh basil"
"5007",570,"seeded watermelon"
"5008",570,"onion"
"5009",570,"water chestnuts"
"5010",570,"anaheim chillies"
"5011",570,"balsamic vinegar"
"5012",570,"garlic salt"
"5013",571,"olive"
"5014",571,"eight tuna steaks"
"5015",571,"salt pepper"
"5016",571,"cherry tomatoes"
"5017",571,"scallions wedges"
"5018",571,"watercress leaves"
"5019",571,"capers"
"5020",571,"nicoise olives"
"5021",571,"anchovy fillets"
"5022",571,"rinsed"
"5023",571,"nicoise vinaigrette"
"5024",572,"eggs"
"5025",572,"salt"
"5026",572,"topside beef"
"5027",572,"vegetable"
"5028",572,"carrots"
"5029",572,"spring onions"
"5030",572,"chillies"
"5031",572,"garlic cloves"
"5032",572,"sugar"
"5033",572,"sauce"
"5034",572,"wine vinegar"
"5035",573,"salt"
"5036",573,"black pepper"
"5037",573,"sherry"
"5038",573,"mustard"
"5039",574,"water"
"5040",574,"salt"
"5041",574,"grits"
"5042",574,"white"
"5043",574,"sugar"
"5044",574,"nutmeg"
"5045",574,"butter"
"5046",574,"grits"
"5047",575,"white bread"
"5048",575,"peanut butter"
"5049",575,"ripe banana"
"5050",575,"butter"
"5051",576,"chicken broth"
"5052",576,"garlic"
"5053",576,"salt"
"5054",576,"louisiana sauce"
"5055",576,"cayenne pepper"
"5056",577,"quinoa"
"5057",577,"water"
"5058",577,"allpurpose flour"
"5059",577,"parmesan"
"5060",577,"salt"
"5061",577,"white pepper"
"5062",577,"green onions"
"5063",577,"flatleaf parsley"
"5064",577,"yolk"
"5065",577,"vegetable"
"5066",577,"lemon wedges"
"5067",578,"fruit cocktail"
"5068",578,"mixed fruit"
"5069",578,"pineapple"
"5070",578,"sour cream"
"5071",578,"lemon juice"
"5072",579,"sweetened"
"5073",579,"condensed milk"
"5074",579,"litre bottle"
"5075",579,"cans carbonated"
"5076",579,"beverage"
"5077",580,"pineapple"
"5078",580,"apricots"
"5079",580,"bottle maraschino cherrie"
"5080",580,"sugar"
"5081",580,"cream cheese"
"5082",580,"mayonnaise"
"5083",580,"whipping cream"
"5084",580,"walnutspecans"
"5085",581,"frozen strawberries"
"5086",581,"pineapple chunks"
"5087",581,"peach filling"
"5088",581,"bananas"
"5089",582,"lowfat graham cracker crumbs"
"5090",582,"granulated sugar"
"5091",582,"fatfree cream cheese"
"5092",582,"granulated sugar"
"5093",582,"skim milk"
"5094",582,"cool whip free"
"5095",582,"pineapple"
"5096",582,"fatfree vanilla pudding"
"5097",582,"skim milk"
"5098",583,"cream cheese"
"5099",583,"marshmallow creme"
"5100",583,"ginger"
"5101",584,"milk shake"
"5102",585,"sweentned condensed milk"
"5103",585,"sour cream"
"5104",585,"lemon juice"
"5105",585,"vanilla extract"
"5106",585,"butter"
"5107",585,"firmly packed brown sugar"
"5108",585,"purpose flour"
"5109",585,"regular oats"
"5110",585,"walnuts"
"5111",585,"kiwi fruit"
"5112",585,"pineapple"
"5113",585,"mandarin"
"5114",585,"strawberries"
"5115",586,"lipton instant"
"5116",586,"lemon juice"
"5117",586,"white grape juice"
"5118",586,"sugar"
"5119",586,"water"
"5120",586,"fresh mint available"
"5121",587,"dole pineapple chunks juice"
"5122",587,"maple syrup"
"5123",587,"dole mandarin orange segments"
"5124",587,"dole raisins"
"5125",588,"water"
"5126",588,"sugar"
"5127",588,"large eggs"
"5128",588,"dried fruit"
"5129",588,"salt"
"5130",588,"brown sugar"
"5131",588,"lemon juice"
"5132",588,"nuts"
"5133",588,"bottle whisky"
"5134",589,"oreo"
"5135",589,"flour"
"5136",589,"flaked coconut"
"5137",589,"semisweet chocolate chips"
"5138",589,"margarine"
"5139",589,"sweetened condensed milk"
"5140",589,"vanilla extract"
"5141",589,"confectioners sugar"
"5142",590,"onions"
"5143",590,"garlic cloves"
"5144",590,"olive"
"5145",590,"cumin seeds"
"5146",590,"sweet hungarian paprika"
"5147",590,"cayenne"
"5148",590,"leaves"
"5149",590,"large carrot"
"5150",590,"fresh tomatoes"
"5151",590,"vegetable stock"
"5152",590,"canned"
"5153",590,"fresh parsley"
"5154",590,"fresh lemon juice"
"5155",590,"salt freshly"
"5156",590,"black pepper taste"
"5157",590,"fresh mint leaves"
"5158",591,"garlic cloves"
"5159",591,"bell pepper"
"5160",591,"olive"
"5161",591,"broccoli"
"5162",591,"blanched peas"
"5163",591,"tomatoes"
"5164",591,"cayenne"
"5165",591,"thyme"
"5166",591,"fusilli verde"
"5167",591,"salt"
"5168",592,"cloves garlic"
"5169",592,"pepperc"
"5170",592,"chicken pieces"
"5171",593,"pecans"
"5172",593,"walnuts"
"5173",593,"sunflower seeds"
"5174",593,"onions"
"5175",593,"spike seasoning"
"5176",593,"bottled water"
"5177",593,"fresh cilantro"
"5178",593,"fresh parsley"
"5179",593,"grated carrots"
"5180",593,"grated zucchini"
"5181",593,"bell peppers"
"5182",593,"bell peppers"
"5183",593,"lettuce leaves"
"5184",594,"phyllo"
"5185",594,"sticks butter"
"5186",594,"milk"
"5187",594,"eggs"
"5188",594,"farina cereal"
"5189",594,"sugar"
"5190",594,"sugar"
"5191",594,"water"
"5192",594,"honey"
"5193",594,"lemon"
"5194",594,"rosewater"
"5195",596,"olive"
"5196",596,"cauliflower"
"5197",596,"bell pepper"
"5198",596,"cloves garlic"
"5199",596,"pepper"
"5200",596,"vegetable stock"
"5201",597,"kitchen lawrence cindy kellie"
"5202",597,"bisquick"
"5203",597,"milk"
"5204",597,"cheddar cheese shredded"
"5205",597,"chives"
"5206",597,"butter melted"
"5207",597,"garlic clove fine garlic powder"
